title,director,release_year,description,type,runtime,genres,9.9
father of the year,,2018,A drunken debate between two recent college grads about whose father would win in a fight leads to mayhem when their dads take the challenge seriously.,movie,94,Comedy,5.2
father soldier son,"Leslye Davis; Catrin Einhorn",2020,"After a single father is severely wounded in Afghanistan; he and his sons embark on a journey of sacrifice and a search for redemption.",movie,99,"Documentary;War",7.3
fear and loathing in las vegas,Terry Gilliam,1998,A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.,movie,118,"Adventure;Comedy;Drama",7.6
fear city: new york vs the mafia,,2020,"Five Mafia families ruled New York with a bloody fist in the 1970s and '80s; until a group of federal agents tried the unthinkable: taking them down.",tvMiniSeries,156,"Crime;Documentary",7.1
fearless,Cory Edwards,2020,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,movie,89,"Animation;Comedy;Family",4.9
feel good,Ally Pankiw,2020,"Stand-up comic Mae Martin navigates a passionate; messy new relationship with her girlfriend; George; while dealing with the challenges of sobriety.",tvSeries,30,"Comedy;Drama;Romance",7.5
feel the beat,Elissa Down,2020,"After blowing a Broadway audition; a self-centered dancer reluctantly returns home and agrees to coach a squad of young misfits for a big competition.",movie,109,"Comedy;Drama;Family",6.3
felix lobrecht: hype,Jan-Peter Horns,2020,"Felix Lobrecht aims his dark humor at overly polite culture; weird laughter; the sheer awkwardness of a walking baby and more in this stand-up special.",tvSpecial,59,Comedy,6.0
feminists: what were they thinking?,Johanna Demetrakas,2018,"Revisiting 1970s photos of women that captured a feminist awakening; this film explores those women's lives and examines the continued need for change.",movie,86,Documentary,7.0
ferrari ki sawaari,Rajesh Mapuskar,2012,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.,movie,140,"Comedy;Drama;Family",6.4
ferris bueller's day off,John Hughes,1986,"Ferris convinces his entire school he's at death's door; then hits the streets of Chicago with his girlfriend and best friend for a day of fun.",movie,103,Comedy,7.8
fida,Ken Ghosh,2004,An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.,movie,122,"Action;Crime;Drama",5.5
fiddler on the roof,Norman Jewison,1971,"This adaptation of the musical chronicles the trials of a Jewish peasant; his wife; and their three strong-willed daughters in pre-revolutionary Russia.",movie,181,"Drama;Family;Musical",8.0
fierce,Anna Wieczur-Bluszcz,2020,"A gifted young singer becomes an instant sensation on a popular talent show. But her real goal is earning the love of her father; a member of the jury.",movie,118,"Comedy;Music",5.5
fierce,Anna Wieczur-Bluszcz,2020,"A gifted young singer becomes an instant sensation on a popular talent show. But her real goal is earning the love of her father; a member of the jury.",movie,100,"Drama;Thriller",7.8
fifty,Biyi Bandele,2015,"In Lagos; Nigeria; four successful women on the verge of 50 take stock of their lives and loves over the course of one week.",movie,101,"Drama;Romance",5.9
figaro pho,Luke Jurevicius,2008,Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.,tvMovie,29,Animation,4.7
fightworld,Padraic McKinley,2018,"Actor and fight enthusiast Frank Grillo travels the world; immersing himself in different fight cultures to understand their traditions and motivations.",tvSeries,40,Documentary,7.7
filmworker,Tony Zierra,2017,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.,movie,94,"Biography;Documentary",7.4
final destination,James Wong,2000,"After narrowly avoiding a fatal plane explosion; a group of seemingly lucky teen classmates finds that Death is not so easily cheated.",movie,98,"Horror;Thriller",6.7
final destination 2,David R. Ellis,2003,"On a road trip with friends; Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.",movie,90,"Horror;Thriller",6.2
final destination 3,James Wong,2006,"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true; the survivors must face the consequences of cheating death.",movie,93,"Horror;Thriller",5.8
finally found someone,Theodore Boborol,2017,"After a woman is very publicly left at the altar; the PR expert hired to fix the situation winds up falling in love with her.",movie,125,"Comedy;Romance",5.8
find yourself,,2020,"A determined entrepreneur navigates a love triangle between a young charmer and an older executive; leading her down an unconventional path to love.",tvSeries,45,"Drama;Romance",7.7
finding agnes,Marla M. Ancheta,2020,"On an emotional journey in Morocco; an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",movie,105,Drama,4.8
fire at sea,Gianfranco Rosi,2016,"Heartbreak; hope and nostalgia collide in this complex portrait of Lampedusa; a Mediterranean island where thousands of migrants land each year.",movie,114,Documentary,6.8
fire in paradise,"Drea Cooper; Zackary Canepari",2019,"In this documentary; survivors recall the catastrophic 2018 Camp Fire; which razed the town of Paradise and became Californiaâ€™s deadliest wildfire.",short,39,"Documentary;Short",7.4
firebrand,Aruna Raje,2019,"While she successfully advocates for her female clients in difficult divorce cases; a lawyerâ€™s trauma from sexual assault impacts her own marriage.",movie,116,Drama,5.2
fireflies,Sabal Singh Shekawat,2013,"Grappling with love and loss in their respective lives; two estranged brothers must confront their traumatic; unresolved past when they cross paths.",movie,100,"Drama;Family",6.2
fireflies,Sabal Singh Shekawat,2013,"Grappling with love and loss in their respective lives; two estranged brothers must confront their traumatic; unresolved past when they cross paths.",tvEpisode,42,"Action;Drama;Fantasy",8.5
fireworks,"Akiyuki Shinbo; Nobuyuki Takeuchi",2017,"Middle schooler Nazuna desperately wants to run away with her classmate Norimichi; who somehow turns back time on this fateful summer's day.",movie,90,"Animation;Drama;Fantasy",5.6
first and last,,2018,Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.,tvSeries,40,Documentary,6.8
first impression,Arthur Muhammad,2018,"Unaware theyâ€™ve matched online; a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance.",tvMovie,96,Comedy,4.9
first kill,Steven C. Miller,2017,"A stock broker brings his young son back to the town where he grew up for a hunting trip; but things take a dangerous turn when they witness a crime.",movie,97,"Action;Thriller",5.0
first kiss,Roy Poortmans,2018,A starry-eyed employee of a hot cosmetics company hires a dreamy photographer who is secretly indebted to a major rival â€“ her sketchy aunt.,movie,88,"Comedy;Romance",3.9
first love,Paul Soriano,2018,A chance encounter soon intertwines the lives of a reserved businessman and a vibrant photographer who is living with a grave heart condition.,movie,122,"Drama;Romance",5.8
first match,Olivia Newman,2018,A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.,movie,102,"Drama;Sport",6.4
first team: juventus,,2018,Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.,tvSeries,40,"Documentary;Reality-TV;Sport",7.3
first they killed my father,Angelina Jolie,2017,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,movie,136,"Biography;Drama;History",7.2
firstborn,Nirpal Bhogal,2016,A young couple fights supernatural foes in an attempt to save their daughter from the dark and mysterious forces that follow her every move.,movie,86,Horror,4.8
fisherman's friends,Chris Foggin,2019,"Sea shanties have long united 10 Cornish fishermen; but when their chants sail to the music charts; their friendship is kept at bay.",movie,112,"Comedy;Drama;Family",7.0
fishpeople,Keith Malloy,2017,"In this exploration of the life-changing power of the ocean; six people from very different backgrounds find purpose and meaning in the sea.",movie,48,Documentary,7.5
fitoor,Abhishek Kapoor,2016,A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.,movie,131,"Drama;Romance",5.4
fittest in dubai,Gerry Blaksley,2019,Top athletes from around the globe test their fitness in a four-day competition at the first-ever CrossFit Sanctional event. Let the games begin.,movie,60,"Documentary;Sport",6.1
five came back,Laurent Bouzereau,2017,Five acclaimed contemporary directors tell the story of five legendary Hollywood filmmakers who enlisted in the armed forces to document World War II.,tvMiniSeries,60,"Biography;Documentary;History",8.3
five elements ninjas,Cheh Chang,1982,"When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school; a lone survivor vows deadly revenge.",movie,107,"Action;Drama",7.3
five nights in maine,Maris Curran,2015,"After his wife dies in a car accident; a grief-stricken man visits his estranged mother-in-law in Maine; where they try to help each other heal.",movie,82,Drama,4.7
fiza,Khalid Mohamed,2000,"Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day; Fiza and her widowed mother hope that he will return.",movie,170,"Action;Crime;Drama",6.1
flash of genius,Marc Abraham,2008,A college professor goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers.,movie,119,"Biography;Drama",7.0
flimflam,Khaled Marei,2016,"Nosy family in tow; a fun-loving bachelor goes on a romantic getaway; but he ends up pretending to be married to a complete stranger to avoid trouble.",movie,90,"Comedy;Family",5.5
flinch,,2019,"Harrowing and hilarious tests await the brave and foolhardy; as well as the judges; in this comedy game show. If they flinch; they feel the pain.",tvSeries,25,Game-Show,4.3
flint town,,2018,"Over a two-year period; filmmakers embedded with cops in Flint; Michigan; reveal a department grappling with volatile issues in untenable conditions.",tvSeries,45,"Crime;Documentary",7.9
flowering heart,,2016,"An ordinary student; who forms an advice club with her friends to help others; gains special powers after a mysterious encounter.",tvSeries,12,"Animation;Horror",6.8
flowers,,2018,"Between a troubled marriage; a senile granny and twin siblings constantly in rivalry; a crumbling household struggles to barely keep it together.",short,19,"Drama;Family;Short",5.8
